accession,title,organism,n_samples,date,has_pub,type,summary,query
GSE208783,Cell cycle arrest of neural progenitors causes impaired dopaminergic neuronal differentiation in GBA associated Parkinson’s disease midbrain organoids [2],Homo sapiens,6,2022/07/24,True,Expression profiling by high throughput sequencing,"the mechanisms underlying parkinson's disease (pd) etiology are only partially understood despite intensive research conducted in the field. recent evidence suggests that early neurodevelopmental defects might play a role in cellular susceptibility to neurodegeneration. to study the early developmental contribution of gba mutations in pd we used patient-derived ipscs carrying a heterozygous n370s mutation in the gba gene. patient-specific midbrain organoids displayed gba-pd relevant phenotypes such as reduction of gcase activity, autophagy impairment and mitochondrial dysfunction. genome-scale metabolic (gem) modeling predicted changes in lipid metabolism which were validated with lipidomics analysis, showing significant differences in the lipidome of gba-pd. in addition, patient-specific midbrain organoids exhibited an increase in the neural progenitor population showing signs of cellular senescence. this was accompanied by a decrease in the number and complexity of dopaminergic neurons. these results provide insights into how gba mutations may lead to neurodevelopmental defects thereby predisposing to pd pathology.",Parkinson's disease AND control AND RNA-seq AND human
GSE208781,Cell cycle arrest of neural progenitors causes impaired dopaminergic neuronal differentiation in GBA associated Parkinson’s disease midbrain organoids [1],Homo sapiens,6,2022/07/24,True,Expression profiling by high throughput sequencing,"the mechanisms underlying parkinson's disease (pd) etiology are only partially understood despite intensive research conducted in the field. recent evidence suggests that early neurodevelopmental defects might play a role in cellular susceptibility to neurodegeneration. to study the early developmental contribution of gba mutations in pd we used patient-derived ipscs carrying a heterozygous n370s mutation in the gba gene. patient-specific midbrain organoids displayed gba-pd relevant phenotypes such as reduction of gcase activity, autophagy impairment and mitochondrial dysfunction. genome-scale metabolic (gem) modeling predicted changes in lipid metabolism which were validated with lipidomics analysis, showing significant differences in the lipidome of gba-pd. in addition, patient-specific midbrain organoids exhibited an increase in the neural progenitor population showing signs of cellular senescence. this was accompanied by a decrease in the number and complexity of dopaminergic neurons. these results provide insights into how gba mutations may lead to neurodevelopmental defects thereby predisposing to pd pathology.",Parkinson's disease AND control AND RNA-seq AND human
GSE207713,RNA-sequencing (RNA-seq) of iPSC-derived astrocytes from control and Parkinson's disease patients carrying LRRK2 G2019S point mutation.,Homo sapiens,10,2022/07/11,True,Expression profiling by high throughput sequencing,purpose: the goal of this study is to compare the ngs-derived from transcriptome profiling (rna-seq) of human ipsc-derived astrocytes from control and parkinson’s disease lrrk2 g2019s to gain insight into the mechanisms driving astrocyte's alterations in pd.,Parkinson's disease AND control AND RNA-seq AND human
GSE206327,GPNMB confers risk for Parkinson’s disease through interaction with alpha-synuclein,Homo sapiens,30,2022/06/17,False,Expression profiling by high throughput sequencing,"many risk loci for parkinson’s disease (pd) have been identified by genome-wide association studies (gwas), but target genes and mechanisms remain largely unknown. we linked the gwas-derived chromosome 7 locus (sentinel snp rs199347) to gpnmb, through colocalization analyses of expression quantitative trait locus (eqtl) and pd risk signals, confirmed by allele-specific expression studies in human brain. in cells, glycoprotein nonmetastatic melanoma protein b protein (gpnmb) co-immunoprecipitated and co-localized with alpha-synuclein (asyn). in induced pluripotent stem cell-derived neurons, loss of gpnmb resulted in loss of ability to internalize asyn fibrils and develop asyn pathology. in 781 pd and 59 control biosamples, gpnmb was elevated in pd plasma, associating with disease severity. thus, gpnmb represents a pd risk gene, with potential for biomarker development and therapeutic targeting.",Parkinson's disease AND control AND RNA-seq AND human
GSE206308,Genes critical for development and differentiation of dopaminergic neurons are downregulated in Parkinson’s disease,Homo sapiens; Mus musculus,23,2022/06/17,True,Expression profiling by high throughput sequencing,"we performed transcriptome analysis using rna sequencing on substantia nigra pars compacta (snpc) from mice after acute and chronic 1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine (mptp) treatment and parkinson’s disease (pd) patients.",Parkinson's disease AND control AND RNA-seq AND human
GSE204795,Human midbrain dopaminergic neuronal differentiation markers predict cell therapy outcome in a Parkinson's disease model,Homo sapiens,12,2022/06/14,True,Expression profiling by high throughput sequencing,"human pluripotent stem cell (hpsc)-based replacement therapy holds great promise in treating parkinson’s disease (pd). however, the heterogeneity of hpsc-derived donor cells and the low yield of midbrain dopaminergic (mda) neurons after transplantation hinder its broad clinical application. here, we depicted the single-cell molecular landscape during mda neuron differentiation. we found that this process recapitulated the development of multiple but adjacent fetal brain regions including ventral midbrain, isthmus, and ventral hindbrain, resulting in heterogenous donor cell population. we reconstructed the differentiation trajectory of mda lineage and identified clstn2 and ptpro as specific surface markers of mda progenitors, which were predictive of mda neuron differentiation and could facilitate highly enriched mda neurons (up to 80%) following progenitor sorting and transplantation. marker sorted progenitors exhibited higher therapeutic potency in correcting motor deficits of pd mice. different marker sorted grafts had a strikingly consistent cellular composition, in which mda neurons were enriched, while off-target neuron types were mostly depleted, suggesting stable graft outcomes. our study provides a better understanding of cellular heterogeneity during mda neuron differentiation, and establishes a strategy to generate highly purified donor cells to achieve stable and predictable therapeutic outcomes, raising the prospect of hpsc-based pd cell replacement therapies.",Parkinson's disease AND control AND RNA-seq AND human
GSE167529,Transcriptomic alterations in fibroblast from parkinson's disease patients at high and low glucose levels,Homo sapiens,42,2022/03/30,True,Expression profiling by high throughput sequencing,"in this study, we evaluate the hypothesis that molecular pathways in a cell model of parkinson’s disease (pd) could be altered depending of glucose levels. we cultured fibroblasts from sporadic pd (spd; n=4), pd patients carrying lrrk2 mutations (lrrk2-pd; n=3) and healthy controls (hc; n=4) at high (25 mm) and low (5 mm) glucose and analysed the transcriptome profile by using whole rna sequencing. we found 1439 differentially expressed transcripts (det) comparing hc with overall pd cases. these genes are related with the gene ontology terms cytosqueleton, cell adhesion, protein translation and ribosomes, mitochondrial electron transport between others, when cultured at 25 mm of glucose. however, at 5 mm there are virtually no gene expression changes in pd compared to controls. when compared between 5 and 25 mm condition separately for each group hc and pd, we found 1482 det in controls, and 3381 in pd cases, but only found altered significant gene ontology terms in pd. these findings suggest that high glucose levels cause specific molecular changes in fibroblasts which is exacerbated in pd, potentially leading to non adaptive changes. this work emphasizes the importance of energetic balance in pd and the need of further research about the role of glucose levels in clinical studies. .",Parkinson's disease AND control AND RNA-seq AND human
GSE82340,Transcriptomic alterations in fibroblast from parkinson's disease patients at high glucose levels,Homo sapiens,22,2021/12/30,False,Expression profiling by high throughput sequencing,"in this study, we evaluate the hypothesis that molecular pathways in a cell model of parkinson’s disease (pd) could be altered depending of glucose levels. we cultured fibroblasts from sporadic pd (spd; n=4), pd patients carrying lrrk2 mutations (lrrk2-pd; n=3) and healthy controls (hc; n=4) at high (25 mm) and low (5 mm) glucose and analysed the transcriptome profile by using whole rna sequencing. we found 1439 differentially expressed transcripts (det) comparing hc with overall pd cases. these genes are related with the gene ontology terms cytosqueleton, cell adhesion, protein translation and ribosomes, mitochondrial electron transport between others, when cultured at 25 mm of glucose. however, at 5 mm there are virtually no gene expression changes in pd compared to controls. when compared between 5 and 25 mm condition separately for each group hc and pd, we found 1482 det in controls, and 3381 in pd cases, but only found altered significant gene ontology terms in pd. these findings suggest that high glucose levels cause specific molecular changes in fibroblasts which is exacerbated in pd, potentially leading to non adaptive changes. this work emphasizes the importance of energetic balance in pd and the need of further research about the role of glucose levels in clinical studies.",Parkinson's disease AND control AND RNA-seq AND human
GSE186301,LPS causes a transcriptional shift in iPSC-microglia similar to an activated state from genetic mouse models of AD,Homo sapiens,10,2021/10/23,True,Expression profiling by high throughput sequencing,"alzheimer’s disease (ad) is the most common form of dementia and risk-influencing genetics implicates microglia and neuroimmunity in the pathogenesis of ad. ipsc-microglia are increasingly used as a model of ad but the relevance of common immune stimuli to model ad is unclear. we performed a detailed cross-comparison over time on the effects of combinatory stimulation of ipsc-microglia, and in particular their relevance to ad. we used single cell rna-seq to measure the transcriptional response of ipsc-microglia after 24 and 48h of stimulation with pge2 or lps+ifn-γ either alone or in combination with atpγs. we observed a shared core transcriptional response of ipsc-microglia to atpγs and to lps+ifn-γ, suggestive of a convergent mechanism of action. across all conditions we observed a significant overlap and functional links to genes that change their expression levels in human microglia from ad patients. using a data-led approach, we identify a common axis of transcriptomic change across ad genetic mouse model microglia and show that only lps provokes a transcriptional response along this axis in mouse microglia and lps+ifn-γ in human ispc-microglia.",Parkinson's disease AND control AND RNA-seq AND human
GSE157534,Microglia-specific overexpression of alpha-Synuclein leads to severe dopaminergic neurodegeneration by phagocytic exhaustion and oxidative toxicity [single-cell RNA-Seq],Mus musculus,2,2021/09/13,True,Expression profiling by high throughput sequencing,"increasing evidence from recent findings in human samples and animal models support the involvement of inflammation in the development of parkinson’s disease (pd). nevertheless, it is currently unknown whether microglia activation could also be a primary event leading to neurodegeneration in pd. we have generated a new mouse model with strictly selective alpha-synuclein (asyn) accumulation in microglial cells by inducible gene expression through lentiviral transduction in the nigral tissue. surprisingly, these mice develop progressive and restricted degeneration of dopaminergic (da) neurons without any sign of asyn endogenous aggregation. asyn accumulating microglial cells exhibit a strong inflammatory status with production of pro-inflammatory cytokines and chemokines. bulk and scrna-sequencing of the immune cellular infiltrate identify a complex cellular composition with numerous peripheral populations of the innate and adaptive immune system with specific transcriptional signatures. molecular profiling and functional assessment reveal that intoxicated microglia develop exhausted phagocytosis and high production of oxidative molecules creating a molecular feed-forward vicious cycle with ifng secreting immune cells infiltrated in the brain parenchyma. in these animals, pharmacological inhibition of the oxidative and nitrosative molecule production is sufficient to attenuate neurodegeneration. these results suggest that asyn accumulation in microglia exerts selective da neuronal degeneration by promoting phagocytic exhaustion, excessive toxic environment and selective recruitment of peripheral immune cells.",Parkinson's disease AND control AND RNA-seq AND human
GSE157533,Microglia-specific overexpression of alpha-Synuclein leads to severe dopaminergic neurodegeneration by phagocytic exhaustion and oxidative toxicity [bulk RNA-Seq],Mus musculus,9,2021/09/13,True,Expression profiling by high throughput sequencing,"increasing evidence from recent findings in human samples and animal models support the involvement of inflammation in the development of parkinson’s disease (pd). nevertheless, it is currently unknown whether microglia activation could also be a primary event leading to neurodegeneration in pd. we have generated a new mouse model with strictly selective alpha-synuclein (asyn) accumulation in microglial cells by inducible gene expression through lentiviral transduction in the nigral tissue. surprisingly, these mice develop progressive and restricted degeneration of dopaminergic (da) neurons without any sign of asyn endogenous aggregation. asyn accumulating microglial cells exhibit a strong inflammatory status with production of pro-inflammatory cytokines and chemokines. bulk and scrna-sequencing of the immune cellular infiltrate identify a complex cellular composition with numerous peripheral populations of the innate and adaptive immune system with specific transcriptional signatures. molecular profiling and functional assessment reveal that intoxicated microglia develop exhausted phagocytosis and high production of oxidative molecules creating a molecular feed-forward vicious cycle with ifng secreting immune cells infiltrated in the brain parenchyma. in these animals, pharmacological inhibition of the oxidative and nitrosative molecule production is sufficient to attenuate neurodegeneration. these results suggest that asyn accumulation in microglia exerts selective da neuronal degeneration by promoting phagocytic exhaustion, excessive toxic environment and selective recruitment of peripheral immune cells.",Parkinson's disease AND control AND RNA-seq AND human
GSE106608,Next Generation Sequencing facilitated analysis of gene expression differences in the subthalamic nucleus (STN) between Parkinson's and Normal post-mortem human brains,Homo sapiens,16,2021/05/01,False,Expression profiling by high throughput sequencing,"parkinson’s disease (pd) is a progressive neurodegenerative movement disorder with the characteristic feature of extensive death of dopaminergic neurons in the substantia nigra. the global decrease in dopamine levels within the basal ganglia leads to the emergence of distinctive pathophysiology in multiple signalling midbrain regions. the subthalamic nucleus (stn) is one of the critical basal ganglia nuclei affected, which displays elevated excitatory activation in pd and contributes to the cardinal hypokinetic motor symptoms. in order to better understand the role of the stn in pd, we have investigated the human stn transcriptome in seven pd and nine neurologically normal post-mortem brains. differential gene expression analysis conducted between pd and normal brains yielded 159 genes with changes in expression, 128 up-regulated and 31 down-regulated, in the pd stn. collectively, the up-regulated genes showed enrichment in multiple cellular processes including neuroinflammation, immune response, regulation of cell death and blood vessel homeostasis. conversely, the down-regulated genes showed profound dysregulation of dopamine biosynthetic and metabolic processes. the differential transcription of a subset of genes identified in the transcriptome analysis was then further validated using the nanostring ncounter system, confirming expression differences in 21 of 26 assessed genes. furthermore, the transcription factor maff, which showed the largest fold change from both rna-seq and nanostring was demonstrated to be induced under pro-inflammatory conditions. although the stn constitutes one of the brain regions that shows minimal neurodegeneration in pd, our differential gene expression data suggest that this structure is fundamentally altered in pd.",Parkinson's disease AND control AND RNA-seq AND human
